blockNumber,horizon,min_flag,reference_blockNumber,horizon_label,closest_blockNumber,volume_500,volume_3000,cum_volume_500,cum_volume_3000,cum_volume_base,s0,w0,blsame_1,slsame_1,wlsame_1,slsame_2,wlsame_2,slsame_3,wlsame_3,vol_0_3,avg-USD-isame_01,avg-USD-isame_12,avg-USD-isame_23,blother_1,slother_1,wlother_1,slother_2,wlother_2,slother_3,wlother_3,avg-USD-iother_01,avg-USD-iother_12,avg-USD-iother_23,binance-midprice-01,binance-midprice-12,binance-midprice-23,pool,rate-count-isame_03,rate-count-iother_03,binance-btc-03
14862126,10.0,0,14861936,20,,0.0,0.0,1100237.866728081,0.0,1100237.866728081,985075.9046135996,13860.0,519.0,3869.024008914144,780.0,3863.9258378551503,9780.0,4677.360543289568,13980.0,0.0088619741167326,543124.0394186733,416778.67711073416,3863.9258378551503,695.0,51944.320436849805,2340.0,4182653.1179891606,110.0,1013300.8157067678,960.0,307386.5460426796,352237.584034569,4182653.1179891606,0.0616333306167995,0.0615440482547117,0.0618522481060605,3000,34.0,161.0,25.210681891123215
14862489,10.0,0,14862299,20,14862489.0,685595.734840571,0.0,3406559.1778673697,0.0,3406559.1778673697,571.5849314683645,3300.0,130.0,2513.7848018035047,3300.0,252.2754060099756,4020.0,51.57465549236548,6120.0,0.0049062390780152,571.5849314683645,122697.09048627652,252.2754060099756,1058.0,51944.320436849805,2340.0,4182653.1179891606,110.0,1013300.8157067678,960.0,209029.69013055324,352237.584034569,4182653.1179891606,0.0617235871332521,0.061675655979601,0.0617758022395405,3000,7.0,206.0,21.764832416320345
14864115,10.0,0,14863925,20,,0.0,0.0,2029003.4016717123,0.0,2029003.4016717123,22035.199098276407,2160.0,1642.0,571.5849314683645,3300.0,2513.7848018035047,3300.0,252.2754060099756,4020.0,0.006230637347652,83096.50715257922,571.5849314683645,122697.09048627652,1177.0,175.07902489139795,1350.0,984110.55230576,2350.0,68320.61913861029,880.0,118849.9364373573,75217.37856550724,131276.87722218694,0.0616539286970278,0.0617235871332521,0.061675655979601,3000,41.0,318.0,20.870624048009425
14864776,10.0,0,14864586,20,,0.0,0.0,2658776.3064373634,0.0,2658776.3064373634,61559.88485028704,4080.0,159.0,269.610005896374,10800.0,105.03696256037306,6540.0,22035.199098276407,2160.0,0.0,61559.88485028704,269.610005896374,193.65573837261468,661.0,55740.200158406886,2420.0,52014.101868204816,4060.0,175.07902489139795,1350.0,106311.73134565233,85512.5725977079,118849.9364373573,0.0614137841598998,0.0613302544313731,0.0612351201503891,3000,4.0,292.0,11.942848120216574
14865373,10.0,0,14865183,20,,0.0,0.0,3812642.570514744,0.0,3812642.570514744,9410.17738736595,1260.0,31.0,211163.794267428,840.0,223274.6257085589,1020.0,15196.84793877512,1260.0,0.0,9410.17738736595,211163.794267428,223274.6257085589,703.0,6427832.366486512,1470.0,55740.200158406886,2420.0,52014.101868204816,4060.0,40282.78514587528,246763.8398877068,85512.5725977079,0.0614690464150187,0.061375223880597,0.0613944408532966,3000,3.0,175.0,9.914139539442656
14865686,10.0,0,14865496,20,14865686.0,112312.8104939,0.0,2323899.202952288,0.0,2323899.202952288,3704.6188774962047,13980.0,313.0,1300.7306165094817,5160.0,9410.17738736595,1260.0,211163.794267428,840.0,0.0,3704.6188774962047,30483.02601051273,9410.17738736595,120.0,4579.243837610941,2220.0,292383.9391698845,490.0,6427832.366486512,1470.0,94203.7368478479,76922.47655360907,110690.89607855132,0.061447079646873,0.0615340319971252,0.0614690464150187,3000,4.0,83.0,15.372611541831553
14866273,10.0,0,14866092,20,,0.0,0.0,3492995.7485278742,0.0,3492995.7485278742,3301.178070127836,3780.0,272.0,109935.75997530998,3600.0,87949.06465569412,1080.0,3704.6188774962047,13980.0,0.0008143434220756,3301.178070127836,49071.74266541583,87949.06465569412,607.0,4543.258204777643,1050.0,4579.243837610941,2220.0,292383.9391698845,490.0,122796.19721152812,74265.89649405185,76922.47655360907,0.0615673402582741,0.0615379763953054,0.0613680742408891,3000,11.0,158.0,21.724726691392902
14866804,10.0,0,14866622,20,14866804.0,0.0,1182.661410531049,2392234.3653617767,1182.661410531049,2393417.026772308,283.72830851893326,6240.0,654.0,3301.178070127836,3780.0,109935.75997530998,3600.0,87949.06465569412,1080.0,0.0044844772762988,90372.02289538334,3301.178070127836,49071.74266541583,247.0,4516.550256072264,600.0,44550867.018927366,10.0,6538.560420735507,920.0,167748.58123533585,75275.88023195238,1373453.4422479067,0.0616016866547322,0.0615673402582741,0.0615379763953054,3000,24.0,84.0,42.86480698516793
14867088,10.0,0,14866898,20,14867088.0,879940.6132743028,0.0,3810580.535001295,0.0,3810580.535001295,3102.5882877556705,13020.0,276.0,384061.4943848965,2220.0,283.72830851893326,6240.0,3301.178070127836,3780.0,0.0029293170739951,3102.5882877556705,192622.0778977137,90372.02289538334,407.0,17317024.42499507,10.0,4516.550256072264,600.0,44550867.018927366,10.0,87691.77059481405,625250.9973793855,75275.88023195238,0.0616643124457607,0.0617645987163526,0.0616016866547322,3000,17.0,108.0,44.581372512704405
14867299,10.0,0,14867109,20,,0.0,0.0,1913837.056093068,250198.53430786644,2164035.590400934,79410.72731161259,3600.0,243.0,3102.5882877556705,13020.0,384061.4943848965,2220.0,283.72830851893326,6240.0,0.0,79410.72731161259,3102.5882877556705,192622.0778977137,618.0,17317024.42499507,10.0,4516.550256072264,600.0,44550867.018927366,10.0,100802.84421824124,625250.9973793855,75275.88023195238,0.0615223244699894,0.0616643124457607,0.0617645987163526,3000,4.0,156.0,35.016236686237924
14867559,10.0,0,14867380,20,,0.0,0.0,4045156.220656345,0.0,4045156.220656345,11870.046876524884,180.0,482.0,79410.72731161259,3600.0,3102.5882877556705,13020.0,384061.4943848965,2220.0,0.0016310058234913,50757.625474095104,79410.72731161259,3102.5882877556705,889.0,17317024.42499507,10.0,4516.550256072264,600.0,44550867.018927366,10.0,89899.59417962615,625250.9973793855,75275.88023195238,0.0616261543964151,0.0615223244699894,0.0616643124457607,3000,9.0,190.0,31.04940006518356
14867754,10.0,0,14867564,20,,0.0,0.0,4154626.7654209984,0.0,4154626.7654209984,4235.699886553647,13860.0,455.0,11870.046876524884,180.0,79410.72731161259,3600.0,3102.5882877556705,13020.0,0.0016310058234913,4235.699886553647,50757.625474095104,79410.72731161259,33.0,11961.062796960488,180.0,45071.413984929575,10.0,17317024.42499507,10.0,58.49526086110155,56412.79755503578,101909.68131047551,0.0616947141624579,0.0616261543964151,0.0615223244699894,3000,9.0,163.0,19.70354468864288
14868551,10.0,0,14868361,20,14868551.0,113.34397769434592,0.0,4066125.7028647633,42428.432308625845,4108554.135173389,50219.28757969175,2460.0,981.0,4235.699886553647,13860.0,11870.046876524884,180.0,79410.72731161259,3600.0,0.002774297130331,44038.84226329901,4235.699886553647,50757.625474095104,822.0,59920.64098601268,40.0,11961.062796960488,180.0,45071.413984929575,10.0,105871.08591569944,95217.37620036754,56412.79755503578,0.0615019516596505,0.0616947141624579,0.0616261543964151,3000,18.0,131.0,24.871435239040515
14868811,10.0,0,14868621,20,14868811.0,605393.1307826372,0.0,2296192.0852341927,0.0,2296192.0852341927,3471.640202844907,1260.0,1057.0,50219.28757969175,2460.0,4235.699886553647,13860.0,11870.046876524884,180.0,0.0022408481154735,15743.174113142177,44038.84226329901,4235.699886553647,1082.0,59920.64098601268,40.0,11961.062796960488,180.0,45071.413984929575,10.0,118850.1582194869,95217.37620036754,56412.79755503578,0.0616286021672238,0.0615019516596505,0.0616947141624579,3000,14.0,160.0,45.697880836746066
14870101,10.0,0,14869924,20,14870101.0,32287.52265365585,0.0,12793942.123659045,685393.7004810154,13479335.82414006,25017.56373313811,3180.0,1563.0,3471.640202844907,1260.0,50219.28757969175,2460.0,4235.699886553647,13860.0,0.011081497281224,181182.40128872765,15743.174113142177,44038.84226329901,549.0,946150.5587495196,2350.0,554975.1116645765,4440.0,1743.2336088782783,1310.0,132247.10717138072,150097.1885142549,180848.9476160052,0.061621924195697,0.0616286021672238,0.0615019516596505,3000,25.0,205.0,77.07810799900246
14870411,10.0,0,14870230,20,14870411.0,185898.6341149707,0.0,3617154.881844565,0.0,3617154.881844565,58859.03638095015,6180.0,1609.0,25017.56373313811,3180.0,3471.640202844907,1260.0,50219.28757969175,2460.0,0.0184354001044447,148850.5473723931,181182.40128872765,15743.174113142177,159.0,4395423.469137855,830.0,4379687.161820972,20.0,129172.22686498157,350.0,189775.8813641191,251514.5905555841,1464577.842782038,0.0621065232595397,0.061621924195697,0.0616286021672238,3000,20.0,55.0,75.91442338069136
14871050,10.0,0,14870879,20,14871050.0,234119.8691823259,0.0,13148957.48335527,129312.31137775363,13278269.794733023,103.94458087360204,3300.0,649.0,2725.921152475128,2400.0,58859.03638095015,6180.0,25017.56373313811,3180.0,0.0110598993818635,268978.0887963743,106678.22481178968,148850.5473723931,656.0,19100.028540301384,1420.0,4395423.469137855,830.0,4379687.161820972,20.0,374590.7328557259,121808.60364734102,251514.5905555841,0.0621820881287052,0.0618736922601458,0.0621065232595397,3000,24.0,185.0,41.476290488679744
14871234,10.0,0,14871059,20,14871234.0,1630034.9952212698,0.0,13894890.16839694,56032.19809725401,13950922.366494194,237.46842396591447,5340.0,240.0,103.94458087360204,3300.0,2725.921152475128,2400.0,58859.03638095015,6180.0,0.009067977281745,25909.95596034391,268978.0887963743,106678.22481178968,134.0,5428.246127113165,40.0,271299.68369228626,360.0,14516642.951951452,230.0,171478.48648346085,98930.75721132549,271299.68369228626,0.0622846157196717,0.0621820881287052,0.0618736922601458,3000,24.0,76.0,28.53660134702058
14873644,10.0,0,14873457,20,14873644.0,537316.3669787354,60918.12911335431,5509835.90202112,497222.9835328212,6007058.885553941,1419.916410743974,1200.0,265.0,13506.109928217013,4860.0,110653.95865474045,9000.0,237.46842396591447,5340.0,0.0043418973708675,1419.916410743974,13506.109928217013,137823.51995719277,304.0,221183.379833865,490.0,3623818.07776516,1940.0,584427.2328698777,2410.0,114459.01181491236,151342.3573734617,338024.90085849003,0.0624316276681824,0.062380196259434,0.0622229988540317,3000,44.0,76.0,9.963090534085978
14874460,10.0,0,14874270,20,14874460.0,1788272.2785186754,0.0,5257410.382117217,0.0,5257410.382117217,208.46011578142048,6240.0,223.0,79560.80679050404,23340.0,76493.53515646575,6180.0,1419.916410743974,1200.0,0.0055515565324248,26616.12122369192,65026.960274498335,340937.2821032874,126.0,5032858.645513556,250.0,11302914.27842834,210.0,1129396.6768250607,150.0,13944.24690667938,557900.3912171014,643501.6681386022,0.0626212456053068,0.0626318433682672,0.0625891969502693,3000,52.0,73.0,24.996843317247134
14874739,10.0,0,14874556,20,14874739.0,335154.9028324604,0.0,30623581.03323237,3002494.085983981,33626075.11921635,640509.3546529172,6960.0,405.0,208.46011578142048,6240.0,79560.80679050404,23340.0,76493.53515646575,6180.0,0.0020147786511993,109594.09306360764,26616.12122369192,65026.960274498335,412.0,5032858.645513556,250.0,11302914.27842834,210.0,1129396.6768250607,150.0,187418.1789477243,557900.3912171014,643501.6681386022,0.0625215900042444,0.0626212456053068,0.0626318433682672,3000,23.0,126.0,26.739787067519472
14875843,10.0,0,14875656,20,,0.0,0.0,3052697.791251218,0.0,3052697.791251218,891.2001641416059,13860.0,242.0,923556.315214088,13860.0,492.716314722416,7200.0,59803.065586868186,5460.0,0.0055338299444454,117161.04483789382,923556.315214088,84857.52447074796,288.0,65384.73167223521,260.0,83207.25280714678,320.0,1225.5760028770023,2080.0,167796.42863719884,138300.84452970466,186865.0635144552,0.0629863325027995,0.0629734606924774,0.0629428208773342,3000,11.0,153.0,14.4817154096637
14876484,10.0,0,14876294,20,,0.0,0.0,2280231.943653328,0.0,2280231.943653328,277842.14407519274,2880.0,758.0,891.2001641416059,13860.0,923556.315214088,13860.0,492.716314722416,7200.0,0.0049323877050542,277842.14407519274,117161.04483789382,923556.315214088,780.0,1167259.6025150104,130.0,65384.73167223521,260.0,83207.25280714678,320.0,119302.21246135494,170978.3200594534,138300.84452970466,0.0629934881545772,0.0629863325027995,0.0629734606924774,3000,6.0,182.0,32.432731790305425
14876706,10.0,0,14876516,20,14876706.0,63475.20242190059,0.0,6448335.973817765,720799.5373403048,7169135.51115807,1042.7937317277745,13860.0,860.0,277842.14407519274,2880.0,891.2001641416059,13860.0,923556.315214088,13860.0,0.0049323877050542,1042.7937317277745,277842.14407519274,117161.04483789382,1002.0,1167259.6025150104,130.0,65384.73167223521,260.0,83207.25280714678,320.0,123706.15277215018,170978.3200594534,138300.84452970466,0.0627560272213573,0.0629934881545772,0.0629863325027995,3000,6.0,203.0,34.27537858155785
14877143,10.0,0,14876953,20,,0.0,0.0,28025655.242728747,1740544.6090006724,29766199.85172942,59742.33245977638,4680.0,659.0,1042.7937317277745,13860.0,277842.14407519274,2880.0,891.2001641416059,13860.0,0.0087706586222268,239782.87763519783,1042.7937317277745,277842.14407519274,1210.0,142070.6527786468,10220.0,1167259.6025150104,130.0,65384.73167223521,260.0,182397.82015009475,150720.35037234987,170978.3200594534,0.0627069558555199,0.0627560272213573,0.0629934881545772,3000,6.0,207.0,46.369742650416384
14877806,10.0,0,14877616,20,14877806.0,870319.791650672,0.0,4783566.736890781,0.0,4783566.736890781,4556.879594922774,11640.0,188.0,3545.5925659220584,120.0,1091.316941712091,2100.0,85120.38377002557,4200.0,0.0,4556.879594922774,3545.5925659220584,1091.316941712091,120.0,3517.433841595374,130.0,922855.9152969492,120.0,142070.6527786468,10220.0,38606.75362940838,12293.871990931297,242189.93888725867,0.0623237425459736,0.0624243955728257,0.0624797348255202,3000,3.0,192.0,37.670091809808646
14879214,10.0,0,14879024,20,14879214.0,137951.76994402704,0.0,6152908.191525585,163785.55485739562,6316693.746382981,75280.94888335411,1860.0,251.0,140670.6438945121,4080.0,10347.808443488468,5760.0,4556.879594922774,11640.0,0.0090288169519366,135250.8981400588,140670.6438945121,464729.1979062278,1040.0,1204.0088724214372,7580.0,206480.57847861128,110.0,3517.433841595374,130.0,162632.30770342564,451901.57746085874,231466.2434972225,0.0619094815756735,0.0620287632841821,0.0623144110164684,3000,27.0,325.0,110.11068580740843
14879421,10.0,0,14879241,20,,0.0,0.0,2884014.9359750096,410028.230705292,3294043.166680301,18210.473943349247,12120.0,290.0,75280.94888335411,1860.0,140670.6438945121,4080.0,10347.808443488468,5760.0,0.0104000761189506,36399.20576014898,135250.8981400588,140670.6438945121,1257.0,1204.0088724214372,7580.0,206480.57847861128,110.0,3517.433841595374,130.0,148062.94254198702,451901.57746085874,231466.2434972225,0.0619131564642491,0.0619094815756735,0.0620287632841821,3000,14.0,378.0,66.32357478134604
14880299,1.0,0,14880126,20,,0.0,0.0,5854890.7575018015,79943.98687617478,5934834.744377976,2124.8696450148927,2040.0,885.0,707996.3602107844,9480.0,18210.473943349247,12120.0,75280.94888335411,1860.0,0.0063741113728309,2124.8696450148927,114542.50466249324,36399.20576014898,698.0,225391.9411167144,310.0,4583942.161181082,350.0,5500.913275447284,280.0,61605.5542867626,150027.0679884197,343954.8821856804,0.0612464454423412,0.0618988108278282,0.0619131564642491,3000,44.0,125.0,13.614390409528497
14880521,10.0,0,14880331,20,14880521.0,174422.67342907167,0.0,2591023.5917899106,991361.1946350202,3582384.7864249307,29552.379695294985,1320.0,234.0,2124.8696450148927,2040.0,707996.3602107844,9480.0,18210.473943349247,12120.0,0.006337568888239,54748.18328573488,2124.8696450148927,114542.50466249324,43.0,280662.4501223135,420.0,65174.11085511922,70.0,842573.2825308263,110.0,13704.615377479877,280662.4501223135,491586.4638486743,0.0611986664221406,0.0612464454423412,0.0618988108278282,3000,41.0,14.0,22.29622681152659
14880772,10.0,0,14880593,20,14880772.0,103808.71624479888,0.0,1698995.407910389,0.0,1698995.407910389,201123.86128414728,1620.0,467.0,29552.379695294985,1320.0,2124.8696450148927,2040.0,707996.3602107844,9480.0,0.0072466415056839,170355.00798845247,54748.18328573488,2124.8696450148927,305.0,280662.4501223135,420.0,65174.11085511922,70.0,842573.2825308263,110.0,86607.24899928909,280662.4501223135,491586.4638486743,0.0611208750322097,0.0611986664221406,0.0612464454423412,3000,10.0,51.0,21.89297621352722
14881830,10.0,0,14881641,20,14881830.0,1720.6618318963722,0.0,2597689.818391232,713573.2458470426,3311263.064238274,21102.74006398724,13860.0,1310.0,201123.86128414728,1620.0,29552.379695294985,1320.0,2124.8696450148927,2040.0,0.005551616741943,63810.29983867108,170355.00798845247,54748.18328573488,889.0,124787.38841217748,4120.0,58136.034177697,260.0,225277.65099485536,330.0,77151.8800531898,139640.46617464884,58136.034177697,0.0612168141955649,0.0611208750322097,0.0611986664221406,3000,20.0,62.0,24.15764123494518
14882298,10.0,0,14882108,20,14882298.0,100779.4214867578,0.0,834173.2787428477,374519.5833279482,1208692.862070796,91738.57245316442,10740.0,1515.0,21102.74006398724,13860.0,201123.86128414728,1620.0,29552.379695294985,1320.0,0.0051772025789017,73210.16530001884,63810.29983867108,170355.00798845247,288.0,140888.4043103686,290.0,4544349.034972125,210.0,124787.38841217748,4120.0,0.0,107347.89638923196,171467.25779506928,0.0610733947502005,0.0612168141955649,0.0611208750322097,3000,29.0,95.0,41.51879780661417
14882718,10.0,0,14882537,20,14882718.0,232388.64919672703,0.0,2380666.189367132,0.0,2380666.189367132,955.2865166254376,9780.0,896.0,91738.57245316442,10740.0,21102.74006398724,13860.0,201123.86128414728,1620.0,0.0049570076948624,68976.55744323123,73210.16530001884,63810.29983867108,78.0,1184.085137662324,130.0,4541194.935960697,210.0,140888.4043103686,290.0,24764.218972542432,1184.085137662324,210114.3510773293,0.0610148611064275,0.0610733947502005,0.0612168141955649,3000,28.0,45.0,43.7710941339559
14883447,7.0,0,14883260,20,14883447.0,393309.5266414056,22935.24137852104,4746972.460911448,265352.9152495682,5012325.3761610165,2701.19499571524,3720.0,1152.0,955.2865166254376,9780.0,91738.57245316442,10740.0,21102.74006398724,13860.0,0.0063616961815364,71819.44128038922,68976.55744323123,73210.16530001884,472.0,269205.4374053817,3630.0,2602948.996692867,350.0,376681.3240593669,220.0,76669.5028834811,57273.08378923231,174835.18722619055,0.0609628971790213,0.0610148611064275,0.0610733947502005,3000,21.0,118.0,40.05083289611028
14883850,10.0,0,14883669,20,,0.0,0.0,3447778.238846324,0.0,3447778.238846324,119091.77339866522,720.0,409.0,3547.5304453158,13860.0,2701.19499571524,3720.0,955.2865166254376,9780.0,0.0029908174844885,119091.77339866522,46993.02692724457,71819.44128038922,744.0,2540681.541583961,160.0,269205.4374053817,3630.0,2602948.996692867,350.0,118981.0081828705,113267.79220919024,57273.08378923231,0.0612939348320267,0.0613608369383959,0.0609628971790213,3000,24.0,164.0,21.763372359278424
14885280,10.0,0,14885090,20,14885280.0,752389.9385513754,218227.7216831365,20353308.478305195,2390931.15326605,22744239.631571244,7772.838395574006,4200.0,175.0,951561.60242275,6840.0,5037.478415686536,3720.0,3542.747441101916,7500.0,0.0011934067580784,58724.32257694064,951561.60242275,5037.478415686536,501.0,417412.8953194229,3950.0,312940.9187163112,2350.0,258987.47301562136,1230.0,130480.49782849562,218308.7693206341,120985.46805971404,0.0617384045785719,0.0615536308355947,0.0615648043712993,3000,14.0,145.0,38.53379892808433
14885754,10.0,0,14885564,20,14885754.0,1324427.0290794752,51794.89418421021,37210607.6633235,1729622.984321848,38940230.64764535,183.8629959794788,3420.0,622.0,7772.838395574006,4200.0,951561.60242275,6840.0,5037.478415686536,3720.0,0.0043971112440311,163129.25733959978,58724.32257694064,951561.60242275,975.0,417412.8953194229,3950.0,312940.9187163112,2350.0,258987.47301562136,1230.0,386154.7143441576,218308.7693206341,120985.46805971404,0.0611504299757169,0.0617384045785719,0.0615536308355947,3000,36.0,253.0,159.9368632518781
14886510,10.0,0,14886320,20,14886510.0,149869.54549178007,0.0,17657873.9159359,3331056.300995287,20988930.216931187,54846.83291887333,1380.0,1230.0,183.8629959794788,3420.0,7772.838395574006,4200.0,951561.60242275,6840.0,0.0046798173617738,171015.84834656012,163129.25733959978,58724.32257694064,1286.0,16051.758273115069,440.0,417412.8953194229,3950.0,312940.9187163112,2350.0,303758.1879051186,367975.0222117436,218308.7693206341,0.0611268006600155,0.0611504299757169,0.0617384045785719,3000,62.0,498.0,218.26690617334347
14886835,10.0,0,14886645,20,14886835.0,450290.1345840104,0.0,26442197.01055931,1594461.0814134092,28036658.09197272,35939.16117729156,3960.0,1081.0,54846.83291887333,1380.0,183.8629959794788,3420.0,7772.838395574006,4200.0,0.007345619388862,159727.11049819912,171015.84834656012,163129.25733959978,86.0,2394825.1275349674,240.0,4282211.167626009,230.0,16051.758273115069,440.0,127667.21586986988,457575.5135343783,282992.8262347309,0.0602402196317684,0.0611268006600155,0.0611504299757169,3000,73.0,202.0,218.877117970855
14887130,10.0,0,14886946,20,14887130.0,2279873.175286028,0.0,16976536.041051704,1565926.3261457554,18542462.36719746,10935.99080813884,600.0,626.0,35939.16117729156,3960.0,54846.83291887333,1380.0,183.8629959794788,3420.0,0.0087254466255581,206598.9945863827,159727.11049819912,171015.84834656012,387.0,2394825.1275349674,240.0,4282211.167626009,230.0,16051.758273115069,440.0,404034.5459088627,457575.5135343783,282992.8262347309,0.0604070813610594,0.0602402196317684,0.0611268006600155,3000,61.0,276.0,107.25714181829636
14887565,10.0,0,14887375,20,14887565.0,421706.2575542514,100312.0591581148,6955782.987762704,1373220.245473625,8329003.233236329,1314124.7079682772,3060.0,429.0,40689.89283945416,3660.0,10935.99080813884,600.0,35939.16117729156,3960.0,0.0132522489830037,396799.0603837928,267769.36983086827,206598.9945863827,228.0,44968.26937083155,3710.0,17641.84666488769,2360.0,12531189.836282551,200.0,365036.06411657616,140392.83188554563,437052.9093729536,0.0608367534645616,0.0605977538460338,0.0604070813610594,3000,22.0,92.0,52.724188580419465
14888394,10.0,0,14888204,20,,0.0,0.0,2449336.9402267863,105483.14325739336,2554820.08348418,19169.81616833861,3600.0,829.0,1128.0678984059475,9900.0,1314124.7079682772,3060.0,40689.89283945416,3660.0,0.004229894437952,110322.99407985288,131905.9860428594,396799.0603837928,954.0,256987.93675079293,440.0,44968.26937083155,3710.0,17641.84666488769,2360.0,231007.46141296253,237598.00421203705,140392.83188554563,0.0612967519691179,0.0611433135355536,0.0608367534645616,3000,37.0,212.0,96.14095884219661
14889108,10.0,0,14888925,20,14889108.0,69156.6535417551,0.0,3123618.180064332,0.0,3123618.180064332,6686.808317617958,1860.0,113.0,162529.08555187972,16140.0,4470976.478056888,3900.0,2036.0069333518293,7500.0,0.0079024715764271,121344.32950080774,162529.08555187972,1206349.4221732763,170.0,13753263.742368884,16090.0,14982417.709671436,170.0,256987.93675079293,440.0,0.0,601766.0160258044,310370.02176195284,0.0608765445249785,0.0609105842443285,0.0610162272105938,3000,11.0,155.0,19.430927007466764
14889577,10.0,0,14889390,20,14889577.0,195728.16691131025,0.0,5079555.009105634,0.0,5079555.009105634,561300.3969477001,4440.0,465.0,47425.56633462369,3360.0,6686.808317617958,1860.0,162529.08555187972,16140.0,0.0087441638371377,561300.3969477001,59337.06028083236,121344.32950080774,457.0,296498.17890866834,260.0,1255433.3551075489,4950.0,13753263.742368884,16090.0,153997.19205374675,211140.48924722648,1255433.3551075489,0.0608819554733075,0.0609124977806675,0.0608765445249785,3000,9.0,72.0,13.809157147365575
14889949,10.0,0,14889759,20,14889949.0,130864.31714264626,0.0,3058979.26713877,0.0,3058979.26713877,27950.26296550561,1920.0,370.0,561300.3969477001,4440.0,47425.56633462369,3360.0,6686.808317617958,1860.0,0.0,27950.26296550561,561300.3969477001,59337.06028083236,309.0,21935.22665602648,240.0,211590.56150714649,3790.0,296498.17890866834,260.0,251213.8234401994,237292.6884798783,155660.20263732533,0.0608345576025447,0.0608819554733075,0.0609124977806675,3000,4.0,118.0,16.06544792314409
14892040,10.0,0,14891851,20,14892040.0,425051.40923826,0.0,1089565.5114102578,0.0,1089565.5114102578,143890.51624869727,4860.0,52.0,165279.06117492614,1620.0,496493.20301828894,420.0,27950.26296550561,1920.0,0.0063338037384411,143890.51624869727,165279.06117492614,184008.9131559817,80.0,4285181.081136834,250.0,209628.37069960096,360.0,2369398.910043828,280.0,138451.30372501357,486022.9863590535,341587.324826255,0.0601595225077303,0.0601495903493089,0.0608845421958745,3000,28.0,29.0,20.0069727860674
14893822,10.0,0,14893632,20,14893822.0,15704.497915851232,0.0,4346274.453199889,0.0,4346274.453199889,8163628.059991694,1680.0,1821.0,143890.51624869727,4860.0,165279.06117492614,1620.0,496493.20301828894,420.0,0.0107298603892943,626964.0318133128,143890.51624869727,165279.06117492614,741.0,48870.402572465966,1780.0,678907.256003178,140.0,2413389.303156868,310.0,224565.3895975336,200997.50014496088,172758.97676614128,0.0602274608773683,0.0601595225077303,0.0601495903493089,3000,17.0,167.0,43.45682487873782
14894259,10.0,0,14894069,20,,0.0,0.0,2694068.17670323,300466.5125901915,2994534.6892934213,269364.9641780641,360.0,219.0,34780.03577169731,12480.0,3994705.75376606,1680.0,8163628.059991694,1680.0,0.0,269364.9641780641,34780.03577169731,3994705.75376606,1002.0,3989090.043374552,1670.0,48870.402572465966,1780.0,678907.256003178,140.0,98909.03192214791,238727.71188363223,200997.50014496088,0.0600768497744632,0.0601977131898067,0.0601473594539141,3000,3.0,162.0,31.36242428013429
14894993,10.0,0,14894808,20,14894993.0,8892.892612744066,0.0,3253755.035478841,0.0,3253755.035478841,151533.7946535978,300.0,43.0,1564300.188566721,3060.0,20501.65967848744,11160.0,9349.637306698449,420.0,0.0,235804.04259913985,1564300.188566721,20501.65967848744,417.0,131713.23052238405,4660.0,4323019.127173655,220.0,2493872.0466768965,120.0,221328.8078334137,136381.9741464576,1251684.0509923473,0.0600138413336879,0.0599703632317032,0.05995945010395,3000,4.0,44.0,6.610913274322444
14896024,10.0,0,14895841,20,,0.0,0.0,4620352.456637124,3265273.661797228,7885626.118434351,343780.679374245,2040.0,1073.0,151533.7946535978,300.0,1564300.188566721,3060.0,20501.65967848744,11160.0,0.0058796564370409,110779.16125488306,235804.04259913985,1564300.188566721,638.0,612538.0063842509,240.0,2478620.4360298044,190.0,382182.0395410926,2990.0,120748.93975164984,174749.13232463034,2478620.4360298044,0.0600004872428709,0.0600138413336879,0.0599703632317032,3000,17.0,59.0,7.311124893081921
14896857,10.0,0,14896675,20,14896857.0,4383.066188726602,0.0,9301854.616446417,699303.2463646829,10001157.8628111,418.5609839855033,13860.0,193.0,34490.65833547459,1200.0,186211.0577582261,600.0,343780.679374245,2040.0,0.0077674894310055,52013.87086302252,34490.65833547459,178034.35459091587,323.0,2442635.381273881,200.0,206739.08737880865,110.0,13580770.851092529,260.0,164995.9033810729,313992.2619811279,182077.73677902351,0.0590860064183512,0.0593446090333619,0.0596697231230264,3000,28.0,102.0,56.20043873327796
14897194,10.0,0,14897009,20,14897194.0,319238.1773442588,0.0,10055102.628911505,1096272.4044097234,11151375.033321226,792.4819465127288,6540.0,334.0,1755238.0768501516,960.0,418.5609839855033,13860.0,34490.65833547459,1200.0,0.0055766679623302,792.4819465127288,350648.76045926206,52013.87086302252,307.0,2096926.8791252773,1090.0,4150957.2425448415,180.0,2442635.381273881,200.0,155655.1106257664,280648.3786598551,239635.37984653385,0.059361747008391,0.0591174073452822,0.0590860064183512,3000,13.0,109.0,58.57500435333751
14898862,10.0,0,14898672,20,,0.0,0.0,4194251.555288224,1598.9959880947029,4195850.551276318,13100.157458400736,1920.0,1809.0,792.4819465127288,6540.0,1755238.0768501516,960.0,418.5609839855033,13860.0,0.0050433226570669,168381.8622901375,792.4819465127288,350648.76045926206,1261.0,206574.2821137613,810.0,315818.07358513336,120.0,9204.680159367095,1870.0,215501.8467609382,250103.67934789223,313798.2723187965,0.059318149290754,0.059361747008391,0.0591174073452822,3000,51.0,322.0,132.9474163830105
