id,timestamp,amount0,amount1,amountUSD,pool,transaction_type
0xcb44765b0bff3e98867bf59aa81f315825678b3ca7d554c14f7a5d4bb4317f4f#656785,1687279175,-0.0283833,0.444287276050708399,771.9043920432546940746041473072375,500,swaps
0xc75d09b4690ed6c1f8b4c22883d9f4920a07f9ceab299b37722233ebc8dc9fd2#656783,1687279115,0.09206382,-1.439444043888820689,2502.313771932520449119912658920375,500,swaps
0x7ad6bf9dd43bac1cdc12adef79a3c81c138aa3e0d6809e7a9c21e1babaa6813d#656784,1687279115,-1.46729762,22.966113513922018264,39902.76312332526817573761299725973,500,swaps
0xb8ea2174e4359467e816a8cc5ce0c7112055e815a74023b9ed269fedccdb48aa#656781,1687279043,6.35006807,-99.351003762900673924,172653.3884572607210035399638804946,500,swaps
0x396e399bb1331c1360398a3e5cb5aa9aca910482d63a03ca28ea9f264c65c916#656782,1687279043,3.60636288,-56.396648180220206094,98030.46105946504250177988624047855,500,swaps
0x277702d04fb8188f3cce466faf23949bfb80b0feb32aa6e5b330cca34ef35343#656780,1687279031,-25.23058888,394.78356519115116801,686029.8813662958925568339663564795,500,swaps
0x93ab0707ce3dce28aa5862bf92808b74d1b66300468d7b8a74ae022cfa4bf40a#656779,1687279007,-0.38391453,6,10425.64747259620960504039396641642,500,swaps
0xf2e4404eb28ef8d3d3c2f6dbac8c089817f46fa214112be84a6cc39733b60e9c#656778,1687278935,-1.30252664,20.355156542754816568,35350.20891749756490836887882638316,500,swaps
0xcfe3d4556f80241c0573f5b4d540d9126c6631026e78db2d9d876dd2457c2d32#656777,1687278779,6.60876419,-103.196810837677126478,179289.4157859973603878895871669174,500,swaps
0xdded26395f2dcbd502937fcc470c8d14ff92837829546fbe01f295ae5007537e#656776,1687278719,1.65896896,-25.914583757712861993,45014.52362161140169414302521082505,500,swaps
0xbc51b2d6179d96545cf868d6c35d5b2879b087bd4233166e8b37e79497709566#656775,1687278695,1.30419256,-20.375585984992255855,35390.43416440536472936340579798258,500,swaps
0x137235e4e60a0e58fae0250285f8318b681830af57a315938cf67c0d166f4920#656774,1687278659,0.03482022,-0.544036429756417601,944.642786800757322282506009909798,500,swaps
0xd9283026d75e0d33f77616ca565ad6744213dbf2f05e62b15fcff81d8ddcfc96#656773,1687278611,-0.36731133,5.744580540222981032,9965.074487171703655379323851052015,500,swaps
0xc89f1e4d70852e6579dc5b2e8f0272cb0a1b3a182b66f6eb5dc2cefd37297fb9#656772,1687278563,0.47216312,-7.377069008289594892,12803.30111219430021398459288665483,500,swaps
0x1f69dd47d047cce69b2061b72bc20750211b6cfd4e5712af87bf46504d4d7f1a#656771,1687278551,-0.42871156,6.704899927744490697,11630.89070865790538158370251426347,500,swaps
0x9a0dc1f7f8c213ccb4649ecc65cde2e9e58df4def93bf9b3d5943af00d2ed6dd#656770,1687278527,1.52627618,-23.847834213820557408,41388.05809898900864700933914676702,500,swaps
0x236f4a1fb74a2ef188180d06c6c7e7397d58bd18a7a69f58d238308794a4ce36#656769,1687278479,-1,15.640884034660528602,27130.33333889086591936553172658463,500,swaps
0xbbce3839f0d8e12f84db137360259f8a778ed680c3abb27595bbaf75e2830585#656768,1687278455,0.16627072,-2.597915884317560244,4508.630770714001478713682602358734,500,swaps
0x33c6d64c0ce9cc46aef7737fa0883824432fcfb0722a702602e2cec7a842c2c2#656767,1687278419,0.0147473,-0.230422806022695107,399.8924722558363429049634725431111,500,swaps
0xe8d9bcda852d6948a5784d918994475fba71041892b4b44290fb710ab3b6fff0#656765,1687278395,0.16233343,-2.537484689401388544,4402.81079612973485810277414064336,500,swaps
0x8f026305b82cb373dd02d6461fde27cf9447f99e7b7352559812925d02853212#656766,1687278395,4.23917874,-66.249785634099328418,114962.8132142664889323003212418845,500,swaps
0x31343e0472b70cbb3ecb3d6209d7df6ca4cb8dc50822b75ff3e004bcb14e5870#656764,1687278383,-8.80497851,137.713346954628907385,238888.7569883505148572990481971574,500,swaps
0xa3debdda1c5cfd12f3c7bad1ea098dcf215dfe42c018e8d8165f95075265c963#656762,1687278263,0.47860746,-7.475105081152170065,12949.9502265089617115481695617953,500,swaps
0x29664f371dcf9e2c37cd9faa3aa29d15417c9117637382f2864fe3c4bd388c54#656761,1687278227,0.029,-0.452946108146497981,784.116117111815847516503504955209,500,swaps
0xaa68d0103617641188dd20a83ef08f37ef5d876478d9a584839cb81e52050caa#656760,1687278215,0.45599129,-7.122218478649250957,12329.4595413761144857022355230963,500,swaps
0x0c208c55530adb0b9e0cf2753f1a284d5dbe9de275fe619ed018a95c85b0b116#656759,1687278167,-1.92425823,30.083314876895399011,52053.85294344925206581520420479535,500,swaps
0xc1e19cdd0f5647a031da27129c545a77c51447acc530771d3d01a5a6eaec4a04#656758,1687278119,0.07856746,-1.226967948248918646,2124.203179879470963849143248859718,500,swaps
0x5dfb6bcbb90ba31c86040189a73f972c507e8fd9ccdc89cef04fe14a13bcb012#656757,1687278083,-6.4465427,100.749404636806576706,174357.7363070844826877512121278746,500,swaps
0x6221caed95543f5ef1047234534f1b44a3a031e9f387d474ccbc87a30735192c#656756,1687278035,-2.39960815,37.489021137508845017,64784.12002020245104371924855209475,500,swaps
0x751357affa518409ca5825eae7070bd9785ba99b346241ba2f2b093678d9215a#656755,1687278023,-0.23459282,3.664656529715814124,6333.157848753632219500489749903865,500,swaps
0x16a4e5d161b1fe9ed2a08c7e38d375c27b45e8182bb018f8921de2d6a09207cb#656754,1687277951,-1.84435116,28.80888783572928934,49783.14100839874287772984733507857,500,swaps
0x3e6dc2511996e2184c53c06997758f55cd4019fab737ea74d579bb449d5b00bd#656753,1687277915,-7.55635872,117.986993187629818397,203890.4671326936941340308048244828,500,swaps
0xe5b302d06dab27ab61e99bce856114616baaee47ed9d4221b0344b6eec768062#656751,1687277867,0.0928608,-1.448102184890017864,2503.141461421844053516707528247287,500,swaps
0x3c241988ad5ee16a6ba22186ac223c1e27442e518d554681392187bc4ed2179f#656752,1687277867,0.22559431,-3.517948748547706671,6081.160855781010321158961329475575,500,swaps
0xb596376c17397d71d88157b8745e514ce2178fbf4fdf96d9669421f364a62078#656750,1687277699,-1,15.609380671818195672,26964.12986233276996816805715508602,500,swaps
0xf043e5718a9684212aae42019b50efb1345d974e932dc0f612e92167039f5dbd#656749,1687277471,-3.52377087,54.994052910995940933,95000.04064747192723075337717246205,500,swaps
0xf3bf4fe4679a3742bbf8de8177f223eb252926609a7ca4ff3cbdbc95a28a0405#656748,1687277387,-0.4,6.241669179116296952,10783.06979514648591396189395850403,500,swaps
0x7a64cd6769396952bf8654ac83b1dc4d422dce9d3cb9fbf4084e112f59b37b1d#656746,1687277255,0.01922604,-0.299696239027776231,517.981141716475714631556339102365,500,swaps
0x337e1d446544c49df568ba2cb4bb95d895949852e57021ff948d1541e38e1a80#656747,1687277255,-0.2393472,3.734720849651274284,6451.66640911334382283873748390459,500,swaps
0xa4515337de66cc56c0d8f3d30fae9eaee61a0cc63698356ac97aaf8746a6dc26#656745,1687276931,-1.85075968,28.876504969533263158,49883.18135633846738481323883448841,500,swaps
0x3e89d5cc532abed42542bf7d92a4b6155e23055873ee4cc2bcfcb547a140441a#656744,1687276847,0.07082597,-1.103880725894034816,1907.903183556638058502494098305919,500,swaps
0x84a99a9a7ce2a3a80a13e7b1acc5569cfb99226acfc63aedc7089a6301093258#656743,1687276811,1.86933406,-29.137336053570308828,50357.8743288032730492618081661479,500,swaps
0x5a2e7907a2d2c4a477c0c7549205162a2aa880f919c35c3f117cd0c50fef9c3b#656742,1687276787,0.28315956,-4.413987059859095459,7628.342261510854222248625317426015,500,swaps
0xadbf7d5fb5ef24fd60a2e45cb268dad43ddcf22dbfab0f759f92db14227030f0#656741,1687276727,0.5334343,-8.315622445794144782,14370.99657444693622243995653115519,500,swaps
0x600f8cd55d9a4bf79c5d93d955a1e5d581fadac2818adf6e9ec136c40ead8c56#656740,1687276715,-3.91463679,61.077563527768605087,105492.1997503725953020088802677587,500,swaps
0x281ef9e55704567eca223a59c438d0d6b154d079218f47ca35b54a4216661ee6#656739,1687276679,-7.40847203,115.537957566874976256,199577.3001028385639364556904022393,500,swaps
0x7a38d5c797b617012054e3a81b0b047855cec74ef1602056cd2957633797dd22#656738,1687276655,-0.38614431,6.020215173216308614,10400.71181427676040006025621337487,500,swaps
0x187f45064f7926c7081efb91b2a0f67fa048fd55bb691294520700ea43c711f9#656737,1687276631,-0.41336529,6.444402826791253786,11133.66917141667648708230080161169,500,swaps
0x1e8eac9d90045163f0e08a7213a01ad6bdb413a35938eb6fec4eec55b5f60548#656736,1687276571,-9.53981516,148.680692094291968026,256626.8783782598961663556366191641,500,swaps
0xd30163b1777c3aa4d2f26ae00f58e30f05f724e8058c2ff056f8397e52ad62aa#656735,1687276535,-0.32088302,5,8625.62296861797368384736345116125,500,swaps
0x74cd01cc0f36b2e9b3996a85c19b096ea7c58cbb51b33698139783bcd3ea0faa#656734,1687276475,-0.55410555,8.633930382575849783,14894.72937511398575085278332364345,500,swaps
0xf3a77f214ad354b5cfc42c1f45cfe4d5c544b220bd7fc50d4fbcc9bed5037619#656733,1687276307,0.03998137,-0.622350388052695579,1073.635559750917074076719651076877,500,swaps
0x302d59b66fd0e2ab2d4fb3cefe15878888f2b040d2275079e9156d1e25943c4c#656732,1687276295,-7.40277246,115.33084232300423,198872.208085916414261111587276203,500,swaps
0x8b70716ba205463b97620fd7f4f9100fdedca0554bcc80e49a7f8006ff048eac#656731,1687276283,-0.36505375,5.686483774145540645,9805.13396421987567046966256159097,500,swaps
0xd8fa5181b1018e2b7a236bc7c3809f5c624584e64092696fecc26cb760aee533#656730,1687276247,-5.55815791,86.57031850178571,149269.7017393201003945150005927857,500,swaps
0x51a30e5a577c20bd9b1667bcc1cea3acde59efe98ee5bb7ac9a0e264c72e9d8e#656729,1687276247,-0.32666827,5.087407789054858293,8772.50111836435870039861251788726,500,swaps
0x48ce9fdca4452ca893844b25713a566a8b8dd9e56584de0562c603d200cc45e8#656728,1687276175,-0.50899039,7.926697650007124141,13635.44711925982153899944194181763,500,swaps
0x790dfa260a118ccef009199c2d8ea888649e8d9aaffa58420286488d12e96ff4#656727,1687276163,0.0145747,-0.226748159135315418,390.2472752633634422174329359654236,500,swaps
0xc9629661c8666f124102947e7f31e231d604df69d0c39f2c2b63fe07918b1906#656726,1687276103,0.00591356,-0.092001130644564021,158.3394586631959468197687747080968,500,swaps
0x44189d73562aca5c187b43ec0c77749dad9eb48e917fd64f7bf376181e2ca586#656725,1687276091,-2.55128182,39.729787242321115681,68309.67182549909419498171559733035,500,swaps
0x72b0b0dea867dfcc24430b91d26b8f6a0742fc615f448d4c256960b2faea1b79#656723,1687275839,0.00627758,-0.097655034943069483,167.7365148401703379539184499887032,500,swaps
0xaf6ae367765f5e833455117415d09c918fd6430d39d7bb9cfd081bbae89e9073#656721,1687275827,-3.79594515,59.100846373593751552,101470.8315191611992649923683065587,500,swaps
0x939e0bf450ad569379134b709da4ceef6034774efd44ea77bc042d6cd506068f#656722,1687275827,0.01374209,-0.2137742104770215,367.1877781092984196552787193685717,500,swaps
0xe9b0cad97914e3ce3a1a8d0cf8d376d170e729c5a998d42620cf52e7f8f7895a#656720,1687275803,0.73389081,-11.413525642080649757,19604.7642101394697614502946650978,500,swaps
0xf4ae88a02e8435081bb350102bc4e310057b14ff5ea750d97dfad3616e05f3d0#656719,1687275779,-2.80914925,43.728352210240012288,75071.78646049651593394782410100265,500,swaps
0x3bb2f00aa3c3373d079b22cd4e79d1a309ad295451e94f38d002882f6e020e88#656718,1687275695,-3.00641055,46.788593244509517845,80328.0007659332531715844659096374,500,swaps
0xe42d5ba94ae14e26adc5bbab04eaf2aa2526f4c1842337d3eae717351831f3ae#656717,1687275635,0.01569793,-0.244033800853049744,419.1975170821389319201699723226218,500,swaps
0x98b9ef4a8df5cdb56bfda977cb81561f65348eb81457c78eee1a7d35f73f7f05#656716,1687275455,2.125,-33.037113532881417114,56748.3765360553161235930674061331,500,swaps
0xd95b8157ef0b0cb5dbc4835dd588d4a0ff0ec46435e3c5cb4898b331c8267346#656715,1687275443,-5.45736893,84.919126905791184896,145803.3756960645061090782885868817,500,swaps
0xfa7bfb07ba7c81cef9a0004e0f2d845b6fbb0ba4390516ed602ca13ae990bb36#656713,1687275323,0.00773626,-0.12023426372174662,206.562989681646701061002976125572,500,swaps
0x0e29a082b741a8750a00aa012061e31d387b799babdab846bafea2a8909f758d#656712,1687275227,0.10992003,-1.708346836570803055,2934.94010063472752134282543894818,500,swaps
0x50cfffdff9e5d8e3ce9c1ea7509abcbd6c221cbf50fae2e321d79b24798bdf05#656711,1687275107,-0.06427847,1,1717.139600811973028592842850569659,500,swaps
0x10ac75060c71fba7d523112113564d35dc12e63e4f1190af983add77450ce3a4#656710,1687274783,-0.00170325,0.026497915513428452,45.50065937367723706942401969699275,500,swaps
0x80baecd0a41c0fb5cb9a7b546d128f0c34bee8385aa85794625bd15538601507#656709,1687274723,0.00166933,-0.025944166295458594,44.57212640417340729312545077486804,500,swaps
0xc6424f26c900408bbb83cbffe78e749d46a5c2edd9d8a05ff1a1be80ca6d986e#656708,1687274699,0.32,-4.973409586219083842,8544.26088316531805381034226258065,500,swaps
0xe7d69a571e65238d25f41e1c373ce34539fe9108015e6770cf1487ad7da75cfe#656707,1687274663,-0.5777474,8.988192610995027358,15433.97604285823450636991624221298,500,swaps
0x52acbc7a453122742a63cac98bc3df7a13e014ba129603ea6c1ccd7dfb27d5c8#656706,1687274651,-0.01606998,0.25,429.2895359680147063370306489810487,500,swaps
0xd1fd031cee249303d340c55ce99305ddc61c3f91ff68efd1d0d38e9a4ab73909#656705,1687274531,-0.03214003,0.5,858.5800056568058663392234879685095,500,swaps
0x2fc7d5dc61be69a13c2096d7aa4e23ba4c50c752adaa9af03eb75b1fe2f14d9e#656704,1687274531,0.00628112,-0.097616967610838271,167.7079275845707867016650660948677,500,swaps
0x975286c2af13967978bcc1483841621f013584ec32d81e419a8cef70e11302ce#656703,1687274423,-0.00674276,0.104896635348412312,180.1181577214355060890761933598309,500,swaps
0x804afc5a21d6f029011ab4474c84b6b6ca0735933d8584c8cf5cd2f41d35dd94#656702,1687274399,-0.00337902,0.052567187524870187,90.2631776566838612718940596656122,500,swaps
0xe37e730c7e3af9b9f1ffd48e5334f1f2e4f9a7732e15adb669882fb11518a9d7#656701,1687274387,0.15860147,-2.464895195639843153,4234.580253115609016941024461473997,500,swaps
0x1823759ca75ccea345c29913287600af754bc75d2a399e1ab44f4b41989dab4b#656700,1687274375,-0.00642793,0.1,171.7091160328401275040957904506985,500,swaps
0x10c43091d5e523f7ce0349b75c19762eb94f3ac996bca0dc79fd443f54ee49b0#656699,1687274363,-0.00642794,0.1,171.7092494123883640358115346640846,500,swaps
0x2324bd45589f4b594e4f1a9485560753955fb61c16c78d7291973f6d748c01e8#656698,1687274291,-0.00964192,0.15,257.5639560893255534293147463115838,500,swaps
0x041ea03e11b5214627ede51b10d043e8bffcc3fed673128e67bb9abc85d3cad8#656697,1687274147,-0.0057678,0.08973,154.0747738678011180279386779709347,500,swaps
0x624d981836c00e6cd76d2b8a9077f67f1867c00edd711c7333dd3821ae6c758e#656696,1687274123,-0.4,6.222726611701745265,10685.08448415339048699670771134224,500,swaps
0x4a95729c781c268e6c5c78cecbe6b1ca298b443b112679387e481b0109e73ff4#656695,1687274087,0.01927938,-0.299621559989689243,514.742963314641469546483415641776,500,swaps
0x7212d1b1d1a800908d5ddbd395aa798a2698e59319b1486d2248112d7220345a#656694,1687273463,0.18338885,-2.850074957008416666,4895.766046867424627198716995233931,500,swaps
0x5b8abb783ce3707475a6ac939ef339c37df327da696a848418bb93f40895bac4#656693,1687272923,0.075,-1.165598339831116265,2002.200275081564505070172747229716,500,swaps
0xb3a971ccbc1f6f6cad598f854fe9a18a2b724fe773541101bbdc20af2db14b38#656692,1687272863,0.075,-1.16560502177225128,2002.206019743993090531268104274123,500,swaps
0xc3a7d8f8931fabf803b090c9045f4aeb66f71e31316ce43776d064fad33bd2c7#656691,1687272719,0.04507826,-0.700582484551174727,1203.415599512990569025338847988502,500,swaps
0x6f427dd2b5767906d0c2d72b0190db65967ae3081733f1ab1083af1c4f423fa9#656690,1687272299,-3.66483495,57.006039465078472589,97879.51397237340524129770128096215,500,swaps
0x6117df50bb5afcbd7309b9f4902029988911294b44d06ed9c34f2b22769fccde#656689,1687271999,-0.18374216,2.857665661774856986,4906.719619052833004493455574661972,500,swaps
0x2c1b3bc8095f7086d6537e82e77489315fb8600595e8eeeaa6ceecf29a9fd0a3#656688,1687271891,-0.29336904,4.562563789864509469,7834.16536068043537097534170524059,500,swaps
0x40ee011d03b96287e47f3e23162e4fde8bdb976a1aab34af6071ac306e92bc56#656687,1687271843,-0.14223448,2.212036856927600893,3798.216698275410742729582878793437,500,swaps
0xb0559d2426f4af14ec277dfb28d87df4160b2a853cb08180ac9ea529416edbf1#656686,1687271783,-0.16339312,2.54106725280726063,4363.20957501441110164241960003534,500,swaps
0xd48b15eda1dc2eaad00b26c4bd183054bae049280bba19df7d2bc5fb04480c17#656685,1687271423,0.00321434,-0.049938643494347016,85.7914695319102297282805037663658,500,swaps
0x376649c3712061eaefbe7a943f4c65a87eeb86a03102be65a88bca2bf9af9ffa#656684,1687271375,-0.29030324,4.514678600861729388,7752.10078182214358585290720114291,500,swaps
0xf302d34dfbd5e85c27a069db52e957f10ac0e43129692a88a00620638624c128#656683,1687271279,-0.16075797,2.5,4292.757003226014254024720720247386,500,swaps
0xd602ca1ee94db7a128f161bcbda2cb0e99ee2b91bbd9ecf20b81754fbef1d4cd#656682,1687271195,-0.59933125,9.320126144022890496,16003.84706046148720110532852502954,500,swaps
0x8f73958733601d871263140163af0aecf6987b2b4622093be110b9efad5210e1#656681,1687271171,-1.57979168,24.5651,42228.1173313484891816799532431176,500,swaps
0x4487aad01a977287f32a78b2b422870c3ee79eaf9cadfc3da3cee6b1ad0f259d#656680,1687271087,0.00385721,-0.059914411285362399,103.0770506271776985282211264570458,500,swaps
0x2ddf40dd3935789b6f3498c94b32423623a3d2efba3c2c69229a2aa2aa565450#656679,1687270895,-0.41161781,6.4,11013.24258822160558724624426134847,500,swaps
0x54f21f680ceefca8538665826ff0fbae4ee34711e8b144bb67aa4ed4fc4207f8#656677,1687270619,4.86792215,-75.623235766011802463,130308.3146059486443772814765027384,500,swaps
0x32c35d0dd532d1e63db4e673cc3873003b258eb11644e1c177e4ae0c9a4d3e88#656678,1687270619,-0.41163075,6.4,11023.43055747836174910646818085823,500,swaps
0xfd10763ded51cf2cc8823aa7b4677e3de4caa75806c21e6cd343e74d3ad5a84f#656676,1687270547,-0.41149072,6.4,11026.31651767761673746371062291128,500,swaps
0x18c402f9913852e02159b0b9823c93d116e16ccc1bea6481de14016a754851d2#656675,1687270355,-0.013623,0.211877970290986293,365.0393821395649625866924042821169,500,swaps
0x3d291a4514dfe0a2c63f8edd5792005933e418eb96b05bf801d04108a54f3cb0#656674,1687269995,-0.00048483,0.00754054,12.99131831337305814620201984826242,500,swaps
0x715fa03ab471c2db7f154e70b91b733a8e8a515e656f688d0fbe59bed84ed56e#656673,1687269983,0.6,-9.322650868489375489,16069.49910687989077789194657887511,500,swaps
0xc081a703b5e681c1d82bf1614445481977e4c2079621a089d89f149b7489b844#656672,1687269647,-2.53584534,39.437848820682872968,67940.1141259210413550089215620955,500,swaps
0xf14359bb8387b7a7dbea5d1869caf372105c53704308e64ca3c066222b0f241f#656671,1687269491,-2.36436294,36.764047041527545856,63555.05384642951436136049813912395,500,swaps
0xeb2aa2e450ffc097e62366b0eeca4f1c61dbd3e6b1a5b6bf43bc5ec363de0a0c#656670,1687269479,-0.41163931,6.4,11064.44762915741816033524268780907,500,swaps
0xa2528cd79d253c2fc4ce08f6af63353da977da225509ffe7282caf8acbdfb33e#656668,1687269431,-2.33892703,36.3607731,62864.60458965044779739095514478705,500,swaps
0x5dc571d182c320864f872956d3afdca92881ae50e34e25ca01c511d61971a6cd#656669,1687269431,-0.03215986,0.5,864.417203464827399988724589210557,500,swaps
0x7cda3d59620f3decc108f3a3eb1ee6c239b3fbad2d5d322d581b5d611dcaf483#656667,1687269299,-0.38261602,5.9475,10283.24784280322462892151741860143,500,swaps
0xb8ab7877649d941acd5b93c163841e949920f72126c9b6aa9278a731cf697e10#656666,1687269275,-0.41173885,6.4,11065.78950952805624026773305882712,500,swaps
0x31799aa2b300f4c5a647db2724ed52677d9b9d626ff27fe8befc5218dbf2fe62#656665,1687269263,1.825995,-28.356115945879415619,49051.7428152550348863450399012785,500,swaps
0xff757f06d1112760e231dceb22c9e15049f69c795f51bc53352efe9f24c06d6b#656664,1687269155,-0.06047512,0.9401293034564329,1625.412866623927153732577488780919,500,swaps
0xa107f80a2916cc9e4dec7640e5d232c4b52b3f767740352edd83d2005c06e445#656663,1687269119,-0.33041861,5.136518378995167806,8880.72041691170654163997458331804,500,swaps
0xe2fc9249e51fa52e8f52088cc41f914ff05d2881a436de2425938bae17bed561#656662,1687269035,-0.4117067,6.4,11065.35803726594990381561527099853,500,swaps
0x0afc71dda2a74c797bf75e4b76558290d3398d9a04d91eb2b3325de2691e3b83#656661,1687268951,-3.75599226,58.37778452,100941.0042051390191492001982100806,500,swaps
0x2fbb1b69987ba8c3b050bb2b435083b90a0b7338cdf8650e1a2e34a745a8e127#656660,1687268723,-1.98625498,30.86474428083753677,53374.06208897514113014175040583215,500,swaps
0xb540a30855b663eda42f4b8278c0ac8f4bb4bf94e7b85c08e9a5ab7f9b9a822f#656659,1687268591,0.19909798,-3.090512155158657176,5347.242362620231258780207254043615,500,swaps
0x92186aa818cf9da3303907fdc2cafe1aba69f9a2ccf596a8a79748cf209624cc#656657,1687268555,-0.40502989,6.29395,10883.95159196716340484463785652,500,swaps
0x6081e7726f464ec1043007c4205eb9a8172506707aa4eebb6244f285e5993ed2#656658,1687268555,1.25414853,-19.468688519620682015,33684.03085578412948808418652320012,500,swaps
0x4cdff3035e5881b37007cc8907117301135d82869f6bb7e490bdbf5399e1d723#656656,1687268507,-0.57234184,8.893557092900176426,15379.66612149110593344643737663558,500,swaps
0xbaff90af8e014ff55b424e374977dfe5436fd07ee091407b68651e2b13c6f205#656655,1687268387,-0.01717589,0.26688836556275709,461.5362868158657027534718107301862,500,swaps
0x8ea05835a72d87351110e375299578ed9356e0cb7187d84f027a0d760289aa6f#656654,1687268375,-0.4114965,6.39395,11057.29998902964914889247596964641,500,swaps
0xf104c60fe53dce64a4285a861f8fa0313e05e56fbcec57c2e78f5810dd9d0971#656653,1687268135,-1.59619318,24.8002,42889.57082559919858757549542076272,500,swaps
0x011e5fd1fea28b65d6a11ece041b968a7f19c8b69159fb478415c10f6e753b23#656652,1687268063,-0.41155971,6.39395,11058.14830510080751676614207753582,500,swaps
0xfc063e5f42798e6e719e9dd4c4c63e44bc5714efbc73917239daf10cab935e34#656651,1687267919,-1.59499633,24.7778,42854.11835543003380090752969954072,500,swaps
0x49483cf5bb0e36371e547d6d661b4e81547ed9ee0140afa0626d65054b289d93#656650,1687267811,-3.71951617,57.769849943347955531,99925.22914713139021108703256120355,500,swaps
0x2ed40acd8e76a6b63eafa354c98ae88144ba54d0d3aa0299dc05b0b8d02d5dcf#656649,1687267547,0.01219664,-0.189216480162098227,327.4769522927985069239533700806848,500,swaps
0xfa4da82f57a54df9bfd0ef577dbcb80f89c5d5809cd4dfcbf209fad923a4685b#656648,1687267523,-0.41141814,6.388958015600250879,11051.92715856959189162946753660641,500,swaps
0x84ea43d7bbe269d448b9cdcaf6c5d1ef36eb201d60a4a2840ad4531574dd98a1#656646,1687267343,-0.41143163,6.388958015600250879,11052.10820245188783187018507806232,500,swaps
0x0ab9cd8cb1c6bb6fe8838f5554cf43794f714359ddedc64a09182389f209282b#656647,1687267343,-0.01725365,0.267929474569678953,463.4810838014817615945374080789753,500,swaps
